,filename,duration
0,asbfly/XC134896.ogg,27.35021875
1,asbfly/XC164848.ogg,15.80409375
2,asbfly/XC175797.ogg,29.25715625
3,asbfly/XC207738.ogg,14.158375
4,asbfly/XC209218.ogg,47.8824375
5,asbfly/XC209219.ogg,30.32815625
6,asbfly/XC267679.ogg,15.12490625
7,asbfly/XC267680.ogg,33.04490625
8,asbfly/XC267681.ogg,118.3085625
9,asbfly/XC267682.ogg,43.10203125
10,asbfly/XC267683.ogg,10.47509375
11,asbfly/XC291450.ogg,34.56
12,asbfly/XC305518.ogg,118.80490625
13,asbfly/XC309402.ogg,38.58284375
14,asbfly/XC312456.ogg,4.5453125
15,asbfly/XC313835.ogg,83.7224375
16,asbfly/XC329259.ogg,108.96
17,asbfly/XC341611.ogg,27.4546875
18,asbfly/XC341612.ogg,38.84409375
19,asbfly/XC342037.ogg,117.1853125
20,asbfly/XC342638.ogg,50.5991875
21,asbfly/XC347563.ogg,30.45878125
22,asbfly/XC347938.ogg,33.64571875
23,asbfly/XC374520.ogg,108.6
24,asbfly/XC376509.ogg,39.314
25,asbfly/XC396237.ogg,28.7085625
26,asbfly/XC396238.ogg,55.43184375
27,asbfly/XC399102.ogg,27.79428125
28,asbfly/XC405069.ogg,20.349
29,asbfly/XC412227.ogg,1.056
30,asbfly/XC412228.ogg,15.408
31,asbfly/XC441145.ogg,49.704
32,asbfly/XC453302.ogg,51.304
33,asbfly/XC464609.ogg,32.232
34,asbfly/XC484489.ogg,122.3314375
35,asbfly/XC49755.ogg,52.74121875
36,asbfly/XC499134.ogg,111.281
37,asbfly/XC505369.ogg,62.856
38,asbfly/XC508268.ogg,3.84
39,asbfly/XC528852.ogg,49.502
40,asbfly/XC530877.ogg,9.432
41,asbfly/XC554430.ogg,26.82775
42,asbfly/XC575547.ogg,12.096
43,asbfly/XC578908.ogg,20.16
44,asbfly/XC578909.ogg,19.464
45,asbfly/XC589132.ogg,19.252
46,asbfly/XC596043.ogg,86.674
47,asbfly/XC600171.ogg,29.904
48,asbfly/XC610733.ogg,34.104
49,asbfly/XC610734.ogg,17.16
50,asbfly/XC610735.ogg,27.336
51,asbfly/XC629846.ogg,131.472
52,asbfly/XC629847.ogg,54.456
53,asbfly/XC643642.ogg,69.048
54,asbfly/XC647397.ogg,23.95428125
55,asbfly/XC665386.ogg,46.992
56,asbfly/XC677470.ogg,23.19675
57,asbfly/XC684073.ogg,4.008
58,asbfly/XC687953.ogg,9.01225
59,asbfly/XC687954.ogg,34.79509375
60,asbfly/XC687955.ogg,39.86284375
61,asbfly/XC712207.ogg,11.808
62,asbfly/XC713467.ogg,42.161625
63,asbfly/XC713503.ogg,18.99103125
64,asbfly/XC716486.ogg,5.773
65,asbfly/XC716692.ogg,22.56
66,asbfly/XC716727.ogg,38.16490625
67,asbfly/XC716737.ogg,30.589375
68,asbfly/XC716738.ogg,31.4514375
69,asbfly/XC716740.ogg,42.39675
70,asbfly/XC718355.ogg,5.6685625
71,asbfly/XC724148.ogg,146.6253125
72,asbfly/XC724266.ogg,146.6253125
73,asbfly/XC741062.ogg,22.176
74,asbfly/XC741066.ogg,5.04
75,asbfly/XC741067.ogg,36.216
76,asbfly/XC745831.ogg,9.0
77,asbfly/XC749597.ogg,10.032
78,asbfly/XC756431.ogg,67.536
79,asbfly/XC756532.ogg,5.376
80,asbfly/XC756617.ogg,17.952
81,asbfly/XC760532.ogg,42.0
82,asbfly/XC767510.ogg,16.536
83,asbfly/XC770506.ogg,30.144
84,asbfly/XC770507.ogg,39.912
85,asbfly/XC775904.ogg,15.229375
86,asbfly/XC778686.ogg,5.65765625
87,asbfly/XC778717.ogg,11.2
88,asbfly/XC785503.ogg,52.3755
89,asbfly/XC805713.ogg,22.4391875
90,asbfly/XC818340.ogg,112.9454375
91,asbfly/XC821324.ogg,24.20678125
92,asbfly/XC821773.ogg,84.30234375
93,asbfly/XC825177.ogg,69.51184375
94,asbfly/XC827640.ogg,76.49025
95,asbfly/XC830258.ogg,10.84440625
96,asbfly/XC833987.ogg,16.12871875
97,asbfly/XC834959.ogg,58.704
98,asbfly/XC837545.ogg,7.862
99,asbfly/XC839572.ogg,97.872
100,asbfly/XC842684.ogg,9.03896875
101,asbfly/XC842686.ogg,13.04809375
102,asbfly/XC846616.ogg,66.9106875
103,asbfly/XC856776.ogg,66.8410625
104,asbfly/XC858110.ogg,50.24740625
105,ashdro1/XC114598.ogg,59.84653125
106,ashdro1/XC114599.ogg,36.6236875
107,ashdro1/XC114600.ogg,23.5363125
108,ashdro1/XC114601.ogg,30.0408125
109,ashdro1/XC114602.ogg,13.949375
110,ashdro1/XC114603.ogg,7.0530625
111,ashdro1/XC114604.ogg,4.3885625
112,ashdro1/XC114605.ogg,15.30775
113,ashdro1/XC114606.ogg,24.79021875
114,ashdro1/XC116334.ogg,2.0114375
115,ashdro1/XC116335.ogg,33.01878125
116,ashdro1/XC120586.ogg,32.22
117,ashdro1/XC125150.ogg,58.906125
118,ashdro1/XC139175.ogg,19.872
119,ashdro1/XC163463.ogg,21.336
120,ashdro1/XC181102.ogg,61.257
121,ashdro1/XC210374.ogg,13.968
122,ashdro1/XC210505.ogg,42.42284375
123,ashdro1/XC214278.ogg,5.88
124,ashdro1/XC239393.ogg,29.3355
125,ashdro1/XC239744.ogg,12.85225
126,ashdro1/XC242077.ogg,23.1445
127,ashdro1/XC265674.ogg,76.46040625
128,ashdro1/XC265675.ogg,42.9714375
129,ashdro1/XC284493.ogg,9.35184375
130,ashdro1/XC288101.ogg,15.312
131,ashdro1/XC289070.ogg,68.136
132,ashdro1/XC290004.ogg,41.37796875
133,ashdro1/XC290005.ogg,10.03103125
134,ashdro1/XC290288.ogg,10.00490625
135,ashdro1/XC293436.ogg,328.67265625
136,ashdro1/XC308273.ogg,19.9314375
137,ashdro1/XC312261.ogg,31.512
138,ashdro1/XC312667.ogg,34.104
139,ashdro1/XC329163.ogg,34.968
140,ashdro1/XC329164.ogg,89.76
141,ashdro1/XC329165.ogg,183.216
142,ashdro1/XC329167.ogg,15.096
143,ashdro1/XC335024.ogg,39.941
144,ashdro1/XC335978.ogg,45.74040625
145,ashdro1/XC359357.ogg,31.66040625
146,ashdro1/XC362141.ogg,45.3746875
147,ashdro1/XC362142.ogg,15.09878125
148,ashdro1/XC365149.ogg,54.408
149,ashdro1/XC365150.ogg,181.704
150,ashdro1/XC365197.ogg,51.768
151,ashdro1/XC371163.ogg,58.68
152,ashdro1/XC37740.ogg,37.7991875
153,ashdro1/XC37741.ogg,62.35428125
154,ashdro1/XC37742.ogg,38.34775
155,ashdro1/XC388240.ogg,34.533875
156,ashdro1/XC396580.ogg,9.37796875
157,ashdro1/XC396854.ogg,38.03428125
158,ashdro1/XC399007.ogg,67.2130625
159,ashdro1/XC404676.ogg,20.32325
160,ashdro1/XC404677.ogg,30.0146875
161,ashdro1/XC410375.ogg,9.84
162,ashdro1/XC429029.ogg,74.016
163,ashdro1/XC429030.ogg,23.952
164,ashdro1/XC429763.ogg,13.00896875
165,ashdro1/XC450402.ogg,9.7175625
166,ashdro1/XC450403.ogg,2.0375625
167,ashdro1/XC450404.ogg,5.7208125
168,ashdro1/XC463832.ogg,88.512
169,ashdro1/XC492732.ogg,24.555
170,ashdro1/XC496054.ogg,33.645
171,ashdro1/XC507992.ogg,39.816
172,ashdro1/XC528339.ogg,25.152
173,ashdro1/XC53987.ogg,13.00896875
174,ashdro1/XC574750.ogg,14.053875
175,ashdro1/XC575536.ogg,127.584
176,ashdro1/XC575537.ogg,148.176
177,ashdro1/XC583086.ogg,62.56325
178,ashdro1/XC595624.ogg,56.32
179,ashdro1/XC607200.ogg,26.76
180,ashdro1/XC628590.ogg,54.2563125
181,ashdro1/XC631771.ogg,35.0563125
182,ashdro1/XC639829.ogg,69.408
183,ashdro1/XC651728.ogg,121.861
184,ashdro1/XC681472.ogg,42.8146875
185,ashdro1/XC684281.ogg,46.36734375
186,ashdro1/XC684396.ogg,11.712
187,ashdro1/XC684408.ogg,17.789375
188,ashdro1/XC685714.ogg,44.930625
189,ashdro1/XC686159.ogg,28.238375
190,ashdro1/XC690695.ogg,50.784
191,ashdro1/XC699926.ogg,21.28978125
192,ashdro1/XC705930.ogg,5.95590625
193,ashdro1/XC706101.ogg,51.6
194,ashdro1/XC706159.ogg,17.71103125
195,ashdro1/XC707794.ogg,26.69715625
196,ashdro1/XC722650.ogg,42.05715625
197,ashdro1/XC769354.ogg,40.464
198,ashdro1/XC769472.ogg,155.376
199,ashdro1/XC771306.ogg,34.032
200,ashdro1/XC773323.ogg,50.088
201,ashdro1/XC775938.ogg,19.25225
202,ashdro1/XC778972.ogg,54.256
203,ashdro1/XC784861.ogg,27.432
204,ashdro1/XC788753.ogg,3.63103125
205,ashdro1/XC794311.ogg,18.4163125
206,ashdro1/XC815396.ogg,50.28
207,ashdro1/XC815452.ogg,39.912
208,ashdro1/XC815588.ogg,20.96
209,ashdro1/XC838155.ogg,33.828
210,ashdro1/XC841853.ogg,18.86040625
211,ashdro1/XC855534.ogg,6.860375
212,ashdro1/XC858390.ogg,52.92434375
213,ashdro1/XC858391.ogg,111.44509375
214,ashpri1/XC116338.ogg,25.33878125
215,ashpri1/XC116339.ogg,6.45225
216,ashpri1/XC116340.ogg,22.56978125
217,ashpri1/XC116341.ogg,23.87590625
218,ashpri1/XC186708.ogg,29.75346875
219,ashpri1/XC186709.ogg,18.83428125
220,ashpri1/XC19566.ogg,17.50203125
221,ashpri1/XC195760.ogg,69.59021875
222,ashpri1/XC197604.ogg,30.576
223,ashpri1/XC209228.ogg,60.624
224,ashpri1/XC214126.ogg,24.024
225,ashpri1/XC239261.ogg,50.112
226,ashpri1/XC267073.ogg,2.664
227,ashpri1/XC276715.ogg,31.71265625
228,ashpri1/XC277294.ogg,21.36815625
229,ashpri1/XC306464.ogg,20.035
230,ashpri1/XC309696.ogg,10.631
231,ashpri1/XC310857.ogg,20.06203125
232,ashpri1/XC322644.ogg,18.18121875
233,ashpri1/XC330493.ogg,2.638375
234,ashpri1/XC331544.ogg,31.164
235,ashpri1/XC332264.ogg,180.871
236,ashpri1/XC346524.ogg,26.904
237,ashpri1/XC384390.ogg,178.18121875
238,ashpri1/XC397017.ogg,24.8946875
239,ashpri1/XC399445.ogg,28.029375
240,ashpri1/XC400392.ogg,19.069375
241,ashpri1/XC400635.ogg,95.16409375
242,ashpri1/XC401062.ogg,10.318375
243,ashpri1/XC401869.ogg,18.28571875
244,ashpri1/XC401870.ogg,30.2236875
245,ashpri1/XC401871.ogg,27.14121875
246,ashpri1/XC402041.ogg,42.3445
247,ashpri1/XC407620.ogg,77.662
248,ashpri1/XC424246.ogg,9.76978125
249,ashpri1/XC424247.ogg,16.7445
250,ashpri1/XC425034.ogg,40.64653125
251,ashpri1/XC441384.ogg,56.398
252,ashpri1/XC442336.ogg,35.232
253,ashpri1/XC453353.ogg,128.574
254,ashpri1/XC464269.ogg,20.496
255,ashpri1/XC469462.ogg,31.248
256,ashpri1/XC487515.ogg,12.85225
257,ashpri1/XC507722.ogg,34.56
258,ashpri1/XC524458.ogg,12.486
259,ashpri1/XC530822.ogg,20.88
260,ashpri1/XC530824.ogg,11.256
261,ashpri1/XC543425.ogg,51.8
262,ashpri1/XC551770.ogg,28.21225
263,ashpri1/XC563400.ogg,20.16653125
264,ashpri1/XC568704.ogg,33.8546875
265,ashpri1/XC568902.ogg,20.89796875
266,ashpri1/XC569653.ogg,32.5485625
267,ashpri1/XC570426.ogg,15.69959375
268,ashpri1/XC576914.ogg,20.06203125
269,ashpri1/XC577348.ogg,8.2285625
270,ashpri1/XC578479.ogg,31.451
271,ashpri1/XC592377.ogg,28.8914375
272,ashpri1/XC592487.ogg,25.0775625
273,ashpri1/XC592508.ogg,113.3453125
274,ashpri1/XC594109.ogg,5.976
275,ashpri1/XC598048.ogg,7.99346875
276,ashpri1/XC604447.ogg,12.9045
277,ashpri1/XC613910.ogg,27.84
278,ashpri1/XC626152.ogg,14.1845
279,ashpri1/XC657869.ogg,13.992
280,ashpri1/XC658723.ogg,12.35590625
281,ashpri1/XC665294.ogg,53.6555
282,ashpri1/XC665295.ogg,62.0930625
283,ashpri1/XC665296.ogg,9.95265625
284,ashpri1/XC665297.ogg,25.93959375
285,ashpri1/XC665299.ogg,44.0685625
286,ashpri1/XC685550.ogg,14.616
287,ashpri1/XC699909.ogg,11.088
288,ashpri1/XC73014.ogg,18.4424375
289,ashpri1/XC73015.ogg,10.52734375
290,ashpri1/XC73016.ogg,26.2530625
291,ashpri1/XC73017.ogg,38.269375
292,ashpri1/XC73018.ogg,68.3363125
293,ashpri1/XC73019.ogg,79.2555
294,ashpri1/XC743611.ogg,25.656
295,ashpri1/XC744647.ogg,109.714
296,ashpri1/XC754290.ogg,14.52
297,ashpri1/XC754292.ogg,18.5
298,ashpri1/XC754294.ogg,21.52
299,ashpri1/XC754295.ogg,8.15021875
300,ashpri1/XC754296.ogg,13.92325
301,ashpri1/XC756583.ogg,63.264
302,ashpri1/XC788070.ogg,8.254
303,ashpri1/XC788174.ogg,18.207
304,ashpri1/XC788176.ogg,23.562
305,ashpri1/XC788177.ogg,99.813
306,ashpri1/XC788227.ogg,31.392
307,ashpri1/XC788228.ogg,24.432
308,ashpri1/XC788229.ogg,58.656
309,ashpri1/XC845976.ogg,13.06203125
310,ashwoo2/XC125152.ogg,50.25959375
311,ashwoo2/XC169810.ogg,17.04
312,ashwoo2/XC178326.ogg,7.5755
313,ashwoo2/XC186765.ogg,7.0530625
314,ashwoo2/XC21842.ogg,55.90203125
315,ashwoo2/XC318460.ogg,17.71103125
316,ashwoo2/XC319072.ogg,13.536
